======================================================================
  REGISTRO DE REQUESTS - NinoEdu API
  Data/hora : 22/08/2026, 14:54:08
  Formato   : Rodada | Execucao | Itens retornados
Rodada 004 | Execucao 1 | Itens: [FACA, CAMA, ARARA, VACA]
Rodada 004 | Execucao 2 | Itens: [VACA, BANANA, MALA, BALA]
Rodada 004 | Execucao 3 | Itens: [BATATA, BALA, MALA, LATA]
Rodada 005 | Execucao 1 | Itens: [BALA, MALA, BANANA, FACA]
Rodada 005 | Execucao 2 | Itens: [BATATA, BALA, FACA, VACA]
Rodada 005 | Execucao 3 | Itens: [CAMA, SALADA, VACA, BANANA]
Rodada 006 | Execucao 1 | Itens: [BANANA, SALADA, BALA, BATATA]
Rodada 006 | Execucao 2 | Itens: [BATATA, ARARA, BALA, FACA]
Rodada 006 | Execucao 3 | Itens: [FACA, LATA, SALADA, MALA]
Rodada 007 | Execucao 1 | Itens: [BATATA, BANANA, CAMA, BALA]
Rodada 007 | Execucao 2 | Itens: [BANANA, LATA, CAMA, SALADA]
Rodada 007 | Execucao 3 | Itens: [ARARA, SALADA, MALA, BALA]
Rodada 008 | Execucao 1 | Itens: [SALADA, LATA, VACA, BANANA]
Rodada 008 | Execucao 2 | Itens: [BATATA, VACA, BALA, LATA]
Rodada 008 | Execucao 3 | Itens: [LATA, BATATA, MALA, SALADA]
Rodada 009 | Execucao 1 | Itens: [BATATA, VACA, SALADA, ARARA]
Rodada 009 | Execucao 2 | Itens: [LATA, VACA, BANANA, BATATA]
Rodada 009 | Execucao 3 | Itens: [BANANA, BALA, FACA, VACA]
Rodada 010 | Execucao 1 | Itens: [FACA, CAMA, SALADA, LATA]
Rodada 010 | Execucao 2 | Itens: [BALA, CAMA, VACA, ARARA]
Rodada 010 | Execucao 3 | Itens: [LATA, MALA, VACA, BALA]
Rodada 011 | Execucao 1 | Itens: [LATA, BANANA, CAMA, MALA]
Rodada 011 | Execucao 2 | Itens: [ARARA, SALADA, MALA, BALA]
Rodada 011 | Execucao 3 | Itens: [LATA, VACA, BANANA, BATATA]
Rodada 012 | Execucao 1 | Itens: [CAMA, BANANA, FACA, LATA]
Rodada 012 | Execucao 2 | Itens: [BALA, SALADA, MALA, LATA]
Rodada 012 | Execucao 3 | Itens: [BALA, BATATA, VACA, MALA]
Rodada 013 | Execucao 1 | Itens: [LATA, BATATA, CAMA, SALADA]
Rodada 013 | Execucao 2 | Itens: [BALA, SALADA, CAMA, LATA]
Rodada 013 | Execucao 3 | Itens: [ARARA, BANANA, VACA, SALADA]
Rodada 014 | Execucao 1 | Itens: [ARARA, VACA, BANANA, BALA]
Rodada 014 | Execucao 2 | Itens: [BANANA, ARARA, SALADA, VACA]
Rodada 014 | Execucao 3 | Itens: [BATATA, LATA, FACA, BALA]
Rodada 015 | Execucao 1 | Itens: [BALA, SALADA, FACA, VACA]
Rodada 015 | Execucao 2 | Itens: [BALA, BANANA, SALADA, ARARA]
Rodada 015 | Execucao 3 | Itens: [FACA, BATATA, MALA, CAMA]
Rodada 016 | Execucao 1 | Itens: [FACA, SALADA, BATATA, LATA]
Rodada 016 | Execucao 2 | Itens: [VACA, SALADA, FACA, CAMA]
Rodada 016 | Execucao 3 | Itens: [CAMA, MALA, FACA, BANANA]
Rodada 017 | Execucao 1 | Itens: [BANANA, LATA, FACA, MALA]
Rodada 017 | Execucao 2 | Itens: [BALA, CAMA, LATA, MALA]
Rodada 017 | Execucao 3 | Itens: [LATA, CAMA, SALADA, MALA]
Rodada 018 | Execucao 1 | Itens: [VACA, FACA, BANANA, LATA]
Rodada 018 | Execucao 2 | Itens: [BATATA, VACA, SALADA, BANANA]
Rodada 018 | Execucao 3 | Itens: [BATATA, CAMA, BANANA, LATA]
Rodada 019 | Execucao 1 | Itens: [LATA, VACA, CAMA, ARARA]
Rodada 019 | Execucao 2 | Itens: [FACA, MALA, BALA, LATA]
Rodada 019 | Execucao 3 | Itens: [FACA, VACA, BALA, SALADA]
Rodada 020 | Execucao 1 | Itens: [VACA, SALADA, LATA, BALA]
Rodada 020 | Execucao 2 | Itens: [MALA, BALA, BANANA, FACA]
Rodada 020 | Execucao 3 | Itens: [LATA, MALA, BANANA, VACA]
Rodada 021 | Execucao 1 | Itens: [SALADA, FACA, ARARA, LATA]
Rodada 021 | Execucao 2 | Itens: [ARARA, LATA, SALADA, BALA]
Rodada 021 | Execucao 3 | Itens: [BANANA, ARARA, VACA, MALA]
Rodada 022 | Execucao 1 | Itens: [BATATA, ARARA, CAMA, MALA]
Rodada 022 | Execucao 2 | Itens: [CAMA, FACA, BANANA, MALA]
Rodada 022 | Execucao 3 | Itens: [BALA, VACA, SALADA, FACA]
Rodada 023 | Execucao 1 | Itens: [BALA, MALA, SALADA, CAMA]
Rodada 023 | Execucao 2 | Itens: [CAMA, BANANA, VACA, SALADA]
Rodada 023 | Execucao 3 | Itens: [LATA, CAMA, VACA, SALADA]
Rodada 024 | Execucao 1 | Itens: [BATATA, CAMA, BALA, ARARA]
Rodada 024 | Execucao 2 | Itens: [VACA, BATATA, SALADA, LATA]
Rodada 024 | Execucao 3 | Itens: [ARARA, FACA, LATA, MALA]
Rodada 025 | Execucao 1 | Itens: [SALADA, FACA, VACA, MALA]
Rodada 025 | Execucao 2 | Itens: [BANANA, FACA, LATA, BALA]
Rodada 025 | Execucao 3 | Itens: [MALA, LATA, CAMA, BANANA]
Rodada 026 | Execucao 1 | Itens: [BATATA, ARARA, LATA, CAMA]
Rodada 026 | Execucao 2 | Itens: [CAMA, BATATA, LATA, BALA]
Rodada 026 | Execucao 3 | Itens: [CAMA, SALADA, ARARA, BATATA]
Rodada 027 | Execucao 1 | Itens: [BANANA, BALA, FACA, BATATA]
Rodada 027 | Execucao 2 | Itens: [FACA, BANANA, SALADA, ARARA]
Rodada 027 | Execucao 3 | Itens: [CAMA, SALADA, VACA, ARARA]
Rodada 028 | Execucao 1 | Itens: [FACA, VACA, BALA, BANANA]
Rodada 028 | Execucao 2 | Itens: [LATA, BANANA, ARARA, VACA]
Rodada 028 | Execucao 3 | Itens: [FACA, ARARA, BANANA, VACA]
Rodada 029 | Execucao 1 | Itens: [CAMA, BANANA, LATA, BALA]
Rodada 029 | Execucao 2 | Itens: [SALADA, CAMA, LATA, BATATA]
Rodada 029 | Execucao 3 | Itens: [FACA, BATATA, BANANA, ARARA]
Rodada 030 | Execucao 1 | Itens: [BALA, CAMA, SALADA, BANANA]
Rodada 030 | Execucao 2 | Itens: [MALA, BATATA, ARARA, LATA]
Rodada 030 | Execucao 3 | Itens: [VACA, BATATA, FACA, MALA]
Rodada 031 | Execucao 1 | Itens: [BATATA, BALA, MALA, BANANA]
Rodada 031 | Execucao 2 | Itens: [BATATA, FACA, ARARA, BALA]
Rodada 031 | Execucao 3 | Itens: [ARARA, LATA, BALA, VACA]
Rodada 032 | Execucao 1 | Itens: [VACA, BALA, ARARA, LATA]
Rodada 032 | Execucao 2 | Itens: [MALA, BANANA, ARARA, LATA]
Rodada 032 | Execucao 3 | Itens: [BANANA, CAMA, BALA, VACA]
Rodada 033 | Execucao 1 | Itens: [LATA, ARARA, BANANA, BALA]
Rodada 033 | Execucao 2 | Itens: [FACA, BANANA, BALA, CAMA]
Rodada 033 | Execucao 3 | Itens: [MALA, BANANA, ARARA, FACA]
Rodada 034 | Execucao 1 | Itens: [BANANA, BALA, LATA, VACA]
Rodada 034 | Execucao 2 | Itens: [VACA, BANANA, SALADA, BALA]
Rodada 034 | Execucao 3 | Itens: [CAMA, BANANA, BALA, ARARA]
Rodada 035 | Execucao 1 | Itens: [LATA, CAMA, BATATA, FACA]
Rodada 035 | Execucao 2 | Itens: [BATATA, ARARA, FACA, CAMA]
Rodada 035 | Execucao 3 | Itens: [FACA, BATATA, BALA, ARARA]
Rodada 036 | Execucao 1 | Itens: [VACA, LATA, CAMA, ARARA]
Rodada 036 | Execucao 2 | Itens: [FACA, ARARA, MALA, SALADA]
Rodada 036 | Execucao 3 | Itens: [VACA, SALADA, BANANA, BALA]
Rodada 037 | Execucao 1 | Itens: [MALA, FACA, CAMA, LATA]
Rodada 037 | Execucao 2 | Itens: [SALADA, FACA, ARARA, MALA]
Rodada 037 | Execucao 3 | Itens: [LATA, SALADA, ARARA, BALA]
Rodada 038 | Execucao 1 | Itens: [FACA, ARARA, VACA, CAMA]
Rodada 038 | Execucao 2 | Itens: [ARARA, LATA, VACA, CAMA]
Rodada 038 | Execucao 3 | Itens: [LATA, CAMA, VACA, BALA]
Rodada 039 | Execucao 1 | Itens: [FACA, VACA, BATATA, MALA]
Rodada 039 | Execucao 2 | Itens: [LATA, BANANA, CAMA, BALA]
Rodada 039 | Execucao 3 | Itens: [FACA, VACA, CAMA, BANANA]
Rodada 040 | Execucao 1 | Itens: [ARARA, BATATA, SALADA, MALA]
Rodada 040 | Execucao 2 | Itens: [CAMA, MALA, SALADA, BALA]
Rodada 040 | Execucao 3 | Itens: [LATA, BATATA, MALA, CAMA]
Rodada 041 | Execucao 1 | Itens: [VACA, CAMA, BALA, ARARA]
Rodada 041 | Execucao 2 | Itens: [CAMA, BALA, MALA, LATA]
Rodada 041 | Execucao 3 | Itens: [CAMA, BANANA, LATA, SALADA]
Rodada 042 | Execucao 1 | Itens: [BATATA, ARARA, BANANA, FACA]
Rodada 042 | Execucao 2 | Itens: [BANANA, CAMA, SALADA, LATA]
Rodada 042 | Execucao 3 | Itens: [LATA, SALADA, BATATA, VACA]
Rodada 043 | Execucao 1 | Itens: [SALADA, BANANA, LATA, CAMA]
Rodada 043 | Execucao 2 | Itens: [SALADA, BALA, BATATA, ARARA]
Rodada 043 | Execucao 3 | Itens: [FACA, LATA, VACA, MALA]
Rodada 044 | Execucao 1 | Itens: [LATA, FACA, MALA, CAMA]
Rodada 044 | Execucao 2 | Itens: [FACA, BANANA, BATATA, LATA]
Rodada 044 | Execucao 3 | Itens: [BANANA, LATA, VACA, ARARA]
Rodada 045 | Execucao 1 | Itens: [BATATA, MALA, BANANA, FACA]
Rodada 045 | Execucao 2 | Itens: [BATATA, MALA, BANANA, LATA]
Rodada 045 | Execucao 3 | Itens: [LATA, BATATA, VACA, MALA]
Rodada 046 | Execucao 1 | Itens: [BATATA, LATA, BALA, MALA]
Rodada 046 | Execucao 2 | Itens: [LATA, FACA, BALA, VACA]
Rodada 046 | Execucao 3 | Itens: [CAMA, BATATA, MALA, ARARA]
Rodada 047 | Execucao 1 | Itens: [LATA, BALA, BANANA, ARARA]
Rodada 047 | Execucao 2 | Itens: [LATA, MALA, BALA, BATATA]
Rodada 047 | Execucao 3 | Itens: [LATA, CAMA, BATATA, MALA]
Rodada 048 | Execucao 1 | Itens: [BANANA, CAMA, MALA, SALADA]
Rodada 048 | Execucao 2 | Itens: [CAMA, MALA, VACA, BANANA]
Rodada 048 | Execucao 3 | Itens: [BATATA, MALA, CAMA, FACA]
Rodada 049 | Execucao 1 | Itens: [SALADA, BALA, LATA, MALA]
Rodada 049 | Execucao 2 | Itens: [BALA, VACA, CAMA, SALADA]
Rodada 049 | Execucao 3 | Itens: [BALA, FACA, MALA, VACA]
Rodada 050 | Execucao 1 | Itens: [CAMA, BANANA, VACA, BATATA]
Rodada 050 | Execucao 2 | Itens: [VACA, BALA, LATA, SALADA]
Rodada 050 | Execucao 3 | Itens: [CAMA, MALA, LATA, ARARA]
Rodada 051 | Execucao 1 | Itens: [VACA, CAMA, FACA, ARARA]
Rodada 051 | Execucao 2 | Itens: [CAMA, LATA, BANANA, BALA]
Rodada 051 | Execucao 3 | Itens: [ARARA, BALA, BANANA, MALA]
Rodada 052 | Execucao 1 | Itens: [VACA, ARARA, BALA, SALADA]
Rodada 052 | Execucao 2 | Itens: [BATATA, FACA, BALA, LATA]
Rodada 052 | Execucao 3 | Itens: [CAMA, FACA, MALA, ARARA]
Rodada 053 | Execucao 1 | Itens: [BALA, MALA, ARARA, SALADA]
Rodada 053 | Execucao 2 | Itens: [ARARA, VACA, BATATA, BANANA]
Rodada 053 | Execucao 3 | Itens: [SALADA, MALA, CAMA, BANANA]
Rodada 054 | Execucao 1 | Itens: [SALADA, VACA, MALA, BALA]
Rodada 054 | Execucao 2 | Itens: [SALADA, BATATA, BALA, VACA]
Rodada 054 | Execucao 3 | Itens: [CAMA, LATA, BALA, MALA]
Rodada 055 | Execucao 1 | Itens: [BATATA, FACA, LATA, MALA]
Rodada 055 | Execucao 2 | Itens: [ARARA, SALADA, CAMA, LATA]
Rodada 055 | Execucao 3 | Itens: [SALADA, MALA, VACA, BANANA]
Rodada 056 | Execucao 1 | Itens: [MALA, VACA, FACA, LATA]
Rodada 056 | Execucao 2 | Itens: [BATATA, CAMA, MALA, BALA]
Rodada 056 | Execucao 3 | Itens: [MALA, BATATA, SALADA, BANANA]
Rodada 057 | Execucao 1 | Itens: [FACA, VACA, ARARA, BATATA]
Rodada 057 | Execucao 2 | Itens: [BATATA, BANANA, ARARA, MALA]
Rodada 057 | Execucao 3 | Itens: [FACA, LATA, BATATA, VACA]
Rodada 058 | Execucao 1 | Itens: [SALADA, LATA, FACA, MALA]
Rodada 058 | Execucao 2 | Itens: [CAMA, MALA, VACA, BANANA]
Rodada 058 | Execucao 3 | Itens: [BATATA, CAMA, LATA, BALA]
Rodada 059 | Execucao 1 | Itens: [ARARA, BATATA, LATA, BANANA]
Rodada 059 | Execucao 2 | Itens: [CAMA, FACA, BANANA, LATA]
Rodada 059 | Execucao 3 | Itens: [BANANA, SALADA, BATATA, ARARA]
Rodada 060 | Execucao 1 | Itens: [BALA, SALADA, MALA, ARARA]
Rodada 060 | Execucao 2 | Itens: [BANANA, VACA, BALA, MALA]
Rodada 060 | Execucao 3 | Itens: [BANANA, LATA, MALA, SALADA]
Rodada 061 | Execucao 1 | Itens: [CAMA, FACA, BALA, LATA]
Rodada 061 | Execucao 2 | Itens: [VACA, SALADA, ARARA, CAMA]
Rodada 061 | Execucao 3 | Itens: [MALA, BATATA, VACA, BANANA]
Rodada 062 | Execucao 1 | Itens: [FACA, CAMA, MALA, BATATA]
Rodada 062 | Execucao 2 | Itens: [MALA, BATATA, SALADA, CAMA]
Rodada 062 | Execucao 3 | Itens: [BATATA, VACA, FACA, ARARA]
Rodada 063 | Execucao 1 | Itens: [VACA, ARARA, SALADA, MALA]
Rodada 063 | Execucao 2 | Itens: [BATATA, MALA, LATA, FACA]
Rodada 063 | Execucao 3 | Itens: [LATA, ARARA, MALA, FACA]
Rodada 064 | Execucao 1 | Itens: [CAMA, VACA, SALADA, BALA]
Rodada 064 | Execucao 2 | Itens: [SALADA, FACA, BANANA, CAMA]
Rodada 064 | Execucao 3 | Itens: [LATA, MALA, VACA, CAMA]
Rodada 065 | Execucao 1 | Itens: [LATA, BATATA, ARARA, SALADA]
Rodada 065 | Execucao 2 | Itens: [MALA, BATATA, CAMA, FACA]
Rodada 065 | Execucao 3 | Itens: [LATA, BANANA, MALA, SALADA]
Rodada 066 | Execucao 1 | Itens: [MALA, SALADA, VACA, ARARA]
Rodada 066 | Execucao 2 | Itens: [FACA, VACA, BALA, BANANA]
Rodada 066 | Execucao 3 | Itens: [BALA, FACA, LATA, VACA]
Rodada 067 | Execucao 1 | Itens: [VACA, BATATA, BALA, SALADA]
Rodada 067 | Execucao 2 | Itens: [MALA, SALADA, VACA, BALA]
Rodada 067 | Execucao 3 | Itens: [SALADA, LATA, BALA, VACA]
Rodada 068 | Execucao 1 | Itens: [SALADA, ARARA, LATA, MALA]
Rodada 068 | Execucao 2 | Itens: [MALA, BANANA, SALADA, CAMA]
Rodada 068 | Execucao 3 | Itens: [CAMA, BATATA, BALA, LATA]
Rodada 069 | Execucao 1 | Itens: [ARARA, CAMA, VACA, FACA]
Rodada 069 | Execucao 2 | Itens: [FACA, MALA, BALA, SALADA]
Rodada 069 | Execucao 3 | Itens: [CAMA, BANANA, SALADA, BALA]
Rodada 070 | Execucao 1 | Itens: [FACA, ARARA, BANANA, BATATA]
Rodada 070 | Execucao 2 | Itens: [FACA, ARARA, BALA, VACA]
Rodada 070 | Execucao 3 | Itens: [FACA, BALA, SALADA, CAMA]
Rodada 071 | Execucao 1 | Itens: [CAMA, BANANA, ARARA, MALA]
Rodada 071 | Execucao 2 | Itens: [BATATA, BANANA, ARARA, VACA]
Rodada 071 | Execucao 3 | Itens: [ARARA, SALADA, FACA, BALA]
Rodada 072 | Execucao 1 | Itens: [CAMA, BANANA, VACA, BATATA]
Rodada 072 | Execucao 2 | Itens: [LATA, BATATA, SALADA, BALA]
Rodada 072 | Execucao 3 | Itens: [MALA, FACA, SALADA, CAMA]
Rodada 073 | Execucao 1 | Itens: [LATA, VACA, BANANA, ARARA]
Rodada 073 | Execucao 2 | Itens: [BALA, VACA, BANANA, CAMA]
Rodada 073 | Execucao 3 | Itens: [BANANA, MALA, VACA, BALA]
Rodada 074 | Execucao 1 | Itens: [MALA, SALADA, VACA, ARARA]
Rodada 074 | Execucao 2 | Itens: [FACA, VACA, MALA, LATA]
Rodada 074 | Execucao 3 | Itens: [CAMA, LATA, BALA, FACA]
Rodada 075 | Execucao 1 | Itens: [BATATA, ARARA, BANANA, MALA]
Rodada 075 | Execucao 2 | Itens: [BALA, FACA, CAMA, VACA]
Rodada 075 | Execucao 3 | Itens: [ARARA, MALA, BATATA, CAMA]
Rodada 076 | Execucao 1 | Itens: [CAMA, FACA, MALA, VACA]
Rodada 076 | Execucao 2 | Itens: [BALA, ARARA, MALA, SALADA]
Rodada 076 | Execucao 3 | Itens: [LATA, BALA, MALA, FACA]
Rodada 077 | Execucao 1 | Itens: [CAMA, BALA, BATATA, MALA]
Rodada 077 | Execucao 2 | Itens: [MALA, BATATA, BANANA, LATA]
Rodada 077 | Execucao 3 | Itens: [ARARA, CAMA, VACA, LATA]
Rodada 078 | Execucao 1 | Itens: [BATATA, SALADA, FACA, MALA]
Rodada 078 | Execucao 2 | Itens: [BALA, CAMA, LATA, BANANA]
Rodada 078 | Execucao 3 | Itens: [BATATA, FACA, BALA, MALA]
Rodada 079 | Execucao 1 | Itens: [MALA, SALADA, BANANA, BATATA]
Rodada 079 | Execucao 2 | Itens: [ARARA, MALA, BALA, SALADA]
Rodada 079 | Execucao 3 | Itens: [BATATA, CAMA, ARARA, BANANA]
Rodada 080 | Execucao 1 | Itens: [ARARA, LATA, FACA, CAMA]
Rodada 080 | Execucao 2 | Itens: [MALA, ARARA, CAMA, BANANA]
Rodada 080 | Execucao 3 | Itens: [BATATA, BANANA, SALADA, LATA]
Rodada 081 | Execucao 1 | Itens: [FACA, MALA, CAMA, BATATA]
Rodada 081 | Execucao 2 | Itens: [BATATA, BANANA, LATA, MALA]
Rodada 081 | Execucao 3 | Itens: [SALADA, LATA, BALA, MALA]
Rodada 082 | Execucao 1 | Itens: [ARARA, BATATA, CAMA, FACA]
Rodada 082 | Execucao 2 | Itens: [SALADA, BATATA, BALA, ARARA]
Rodada 082 | Execucao 3 | Itens: [VACA, SALADA, LATA, FACA]
Rodada 083 | Execucao 1 | Itens: [LATA, BATATA, ARARA, BALA]
Rodada 083 | Execucao 2 | Itens: [ARARA, FACA, LATA, VACA]
Rodada 083 | Execucao 3 | Itens: [FACA, CAMA, ARARA, VACA]
Rodada 084 | Execucao 1 | Itens: [LATA, VACA, BATATA, CAMA]
Rodada 084 | Execucao 2 | Itens: [BATATA, VACA, SALADA, BANANA]
Rodada 084 | Execucao 3 | Itens: [SALADA, CAMA, MALA, FACA]
Rodada 085 | Execucao 1 | Itens: [FACA, BANANA, ARARA, VACA]
Rodada 085 | Execucao 2 | Itens: [SALADA, ARARA, BATATA, VACA]
Rodada 085 | Execucao 3 | Itens: [CAMA, BANANA, BALA, FACA]
Rodada 086 | Execucao 1 | Itens: [BANANA, BATATA, BALA, FACA]
Rodada 086 | Execucao 2 | Itens: [FACA, MALA, BANANA, ARARA]
Rodada 086 | Execucao 3 | Itens: [BANANA, BALA, BATATA, FACA]
Rodada 087 | Execucao 1 | Itens: [ARARA, BATATA, CAMA, BALA]
Rodada 087 | Execucao 2 | Itens: [CAMA, MALA, VACA, BATATA]
Rodada 087 | Execucao 3 | Itens: [BATATA, MALA, CAMA, VACA]
Rodada 088 | Execucao 1 | Itens: [MALA, LATA, SALADA, VACA]
Rodada 088 | Execucao 2 | Itens: [ARARA, VACA, LATA, BANANA]
Rodada 088 | Execucao 3 | Itens: [LATA, ARARA, BALA, FACA]
Rodada 089 | Execucao 1 | Itens: [ARARA, CAMA, VACA, LATA]
Rodada 089 | Execucao 2 | Itens: [BATATA, ARARA, BALA, LATA]
Rodada 089 | Execucao 3 | Itens: [SALADA, LATA, MALA, FACA]
Rodada 090 | Execucao 1 | Itens: [BALA, ARARA, SALADA, BANANA]
Rodada 090 | Execucao 2 | Itens: [CAMA, ARARA, BATATA, VACA]
Rodada 090 | Execucao 3 | Itens: [LATA, FACA, MALA, CAMA]
Rodada 091 | Execucao 1 | Itens: [BALA, VACA, MALA, BATATA]
Rodada 091 | Execucao 2 | Itens: [BATATA, ARARA, BANANA, FACA]
Rodada 091 | Execucao 3 | Itens: [FACA, BATATA, SALADA, LATA]
Rodada 092 | Execucao 1 | Itens: [BALA, BANANA, SALADA, CAMA]
Rodada 092 | Execucao 2 | Itens: [BANANA, FACA, BALA, VACA]
Rodada 092 | Execucao 3 | Itens: [VACA, BATATA, FACA, SALADA]
Rodada 093 | Execucao 1 | Itens: [MALA, SALADA, ARARA, VACA]
Rodada 093 | Execucao 2 | Itens: [CAMA, ARARA, BANANA, MALA]
Rodada 093 | Execucao 3 | Itens: [BATATA, SALADA, BALA, BANANA]
Rodada 094 | Execucao 1 | Itens: [BALA, CAMA, LATA, VACA]
Rodada 094 | Execucao 2 | Itens: [FACA, SALADA, CAMA, VACA]
Rodada 094 | Execucao 3 | Itens: [CAMA, LATA, FACA, SALADA]
Rodada 095 | Execucao 1 | Itens: [VACA, CAMA, BALA, FACA]
Rodada 095 | Execucao 2 | Itens: [SALADA, ARARA, BALA, BATATA]
Rodada 095 | Execucao 3 | Itens: [BATATA, VACA, CAMA, ARARA]
Rodada 096 | Execucao 1 | Itens: [ARARA, MALA, SALADA, BATATA]
Rodada 096 | Execucao 2 | Itens: [MALA, VACA, BALA, ARARA]
Rodada 096 | Execucao 3 | Itens: [LATA, CAMA, FACA, BALA]
Rodada 097 | Execucao 1 | Itens: [CAMA, BALA, ARARA, FACA]
Rodada 097 | Execucao 2 | Itens: [BATATA, LATA, BANANA, CAMA]
Rodada 097 | Execucao 3 | Itens: [MALA, FACA, BALA, BATATA]
Rodada 098 | Execucao 1 | Itens: [CAMA, BALA, SALADA, VACA]
Rodada 098 | Execucao 2 | Itens: [BALA, VACA, MALA, FACA]
Rodada 098 | Execucao 3 | Itens: [SALADA, BATATA, VACA, LATA]
Rodada 099 | Execucao 1 | Itens: [BALA, MALA, VACA, ARARA]
Rodada 099 | Execucao 2 | Itens: [BATATA, MALA, ARARA, BALA]
Rodada 099 | Execucao 3 | Itens: [FACA, LATA, SALADA, CAMA]
Rodada 100 | Execucao 1 | Itens: [MALA, VACA, BANANA, ARARA]
Rodada 100 | Execucao 2 | Itens: [BANANA, BALA, SALADA, CAMA]
Rodada 100 | Execucao 3 | Itens: [BATATA, CAMA, LATA, ARARA]
Rodada 101 | Execucao 1 | Itens: [ARARA, BATATA, LATA, FACA]
Rodada 101 | Execucao 2 | Itens: [BALA, VACA, CAMA, ARARA]
Rodada 101 | Execucao 3 | Itens: [LATA, BALA, MALA, ARARA]
Rodada 102 | Execucao 1 | Itens: [FACA, VACA, LATA, BANANA]
Rodada 102 | Execucao 2 | Itens: [BANANA, BALA, FACA, LATA]
Rodada 102 | Execucao 3 | Itens: [CAMA, ARARA, VACA, SALADA]
Rodada 103 | Execucao 1 | Itens: [BALA, SALADA, BATATA, FACA]
Rodada 103 | Execucao 2 | Itens: [BATATA, VACA, BANANA, CAMA]
Rodada 103 | Execucao 3 | Itens: [LATA, BATATA, BANANA, CAMA]
Rodada 104 | Execucao 1 | Itens: [VACA, BANANA, FACA, MALA]
Rodada 104 | Execucao 2 | Itens: [SALADA, BALA, LATA, MALA]
Rodada 104 | Execucao 3 | Itens: [BATATA, MALA, VACA, SALADA]
Rodada 105 | Execucao 1 | Itens: [MALA, BANANA, CAMA, FACA]
Rodada 105 | Execucao 2 | Itens: [VACA, BANANA, SALADA, BALA]
Rodada 105 | Execucao 3 | Itens: [SALADA, BALA, CAMA, BANANA]
Rodada 106 | Execucao 1 | Itens: [BANANA, VACA, MALA, SALADA]
Rodada 106 | Execucao 2 | Itens: [BALA, BATATA, VACA, BANANA]
Rodada 106 | Execucao 3 | Itens: [BANANA, FACA, BATATA, MALA]
Rodada 107 | Execucao 1 | Itens: [FACA, VACA, MALA, BANANA]
Rodada 107 | Execucao 2 | Itens: [BANANA, FACA, MALA, ARARA]
Rodada 107 | Execucao 3 | Itens: [BATATA, FACA, LATA, BALA]
Rodada 108 | Execucao 1 | Itens: [MALA, CAMA, SALADA, VACA]
Rodada 108 | Execucao 2 | Itens: [BANANA, SALADA, BATATA, MALA]
Rodada 108 | Execucao 3 | Itens: [FACA, MALA, BANANA, VACA]
Rodada 109 | Execucao 1 | Itens: [LATA, CAMA, BALA, FACA]
Rodada 109 | Execucao 2 | Itens: [VACA, LATA, SALADA, BANANA]
Rodada 109 | Execucao 3 | Itens: [BALA, LATA, BATATA, CAMA]
Rodada 110 | Execucao 1 | Itens: [LATA, CAMA, ARARA, BANANA]
Rodada 110 | Execucao 2 | Itens: [MALA, CAMA, FACA, ARARA]
Rodada 110 | Execucao 3 | Itens: [BANANA, BALA, MALA, SALADA]
Rodada 111 | Execucao 1 | Itens: [VACA, SALADA, CAMA, BALA]
Rodada 111 | Execucao 2 | Itens: [CAMA, ARARA, MALA, BATATA]
Rodada 111 | Execucao 3 | Itens: [VACA, FACA, ARARA, LATA]
Rodada 112 | Execucao 1 | Itens: [FACA, MALA, BANANA, ARARA]
Rodada 112 | Execucao 2 | Itens: [CAMA, SALADA, FACA, MALA]
Rodada 112 | Execucao 3 | Itens: [FACA, BALA, BANANA, MALA]
Rodada 113 | Execucao 1 | Itens: [BATATA, LATA, ARARA, BANANA]
Rodada 113 | Execucao 2 | Itens: [FACA, CAMA, ARARA, VACA]
Rodada 113 | Execucao 3 | Itens: [SALADA, MALA, BANANA, CAMA]
Rodada 114 | Execucao 1 | Itens: [FACA, BATATA, BANANA, MALA]
Rodada 114 | Execucao 2 | Itens: [MALA, ARARA, BANANA, FACA]
Rodada 114 | Execucao 3 | Itens: [MALA, FACA, BATATA, BANANA]
Rodada 115 | Execucao 1 | Itens: [BANANA, CAMA, LATA, MALA]
Rodada 115 | Execucao 2 | Itens: [BATATA, BALA, MALA, SALADA]
Rodada 115 | Execucao 3 | Itens: [BANANA, BATATA, CAMA, ARARA]
Rodada 116 | Execucao 1 | Itens: [CAMA, MALA, VACA, BATATA]
Rodada 116 | Execucao 2 | Itens: [SALADA, BALA, BATATA, MALA]
Rodada 116 | Execucao 3 | Itens: [SALADA, BATATA, VACA, BANANA]
Rodada 117 | Execucao 1 | Itens: [BALA, LATA, ARARA, CAMA]
Rodada 117 | Execucao 2 | Itens: [CAMA, ARARA, MALA, FACA]
Rodada 117 | Execucao 3 | Itens: [CAMA, VACA, ARARA, BALA]
Rodada 118 | Execucao 1 | Itens: [BANANA, FACA, BATATA, CAMA]
Rodada 118 | Execucao 2 | Itens: [MALA, FACA, LATA, BATATA]
Rodada 118 | Execucao 3 | Itens: [SALADA, BATATA, BANANA, BALA]
Rodada 119 | Execucao 1 | Itens: [FACA, LATA, CAMA, MALA]
Rodada 119 | Execucao 2 | Itens: [BANANA, BATATA, FACA, MALA]
Rodada 119 | Execucao 3 | Itens: [ARARA, MALA, VACA, LATA]
